entry1	entry2	type	value	name
cpd:C00038-796	hsa:2932	PCrel	-->	activation
cpd:C00076-59	hsa:163688	PCrel	-->	activation
cpd:C00076-59	hsa:4842	PCrel	-->	activation
cpd:C00076-59	hsa:51806	PCrel	-->	activation
cpd:C00076-59	hsa:5530	PCrel	-->	activation
cpd:C00076-59	hsa:5532	PCrel	-->	activation
cpd:C00076-59	hsa:5533	PCrel	-->	activation
cpd:C00076-59	hsa:5534	PCrel	-->	activation
cpd:C00076-59	hsa:5535	PCrel	-->	activation
cpd:C00076-59	hsa:5594	PCrel,PCrel	-->,..>	activation,indirecteffect
cpd:C00076-59	hsa:5595	PCrel,PCrel	-->,..>	activation,indirecteffect
cpd:C00076-59	hsa:801	PCrel	-->	activation
cpd:C00076-59	hsa:805	PCrel	-->	activation
cpd:C00076-59	hsa:808	PCrel	-->	activation
cpd:C00076-59	hsa:810	PCrel	-->	activation
cpd:C00076-59	hsa:823	PCrel	-->	activation
cpd:C00076-59	hsa:824	PCrel	-->	activation
cpd:C00076-59	hsa:91860	PCrel	-->	activation
cpd:C00533-109	cpd:C16845-111	PCrel	-->	activation
cpd:C00704-305	hsa:4790	PCrel	-->	activation
cpd:C00704-305	hsa:5970	PCrel	-->	activation
cpd:C01245-52	hsa:3708	PCrel	-->	activation
cpd:C01245-52	hsa:3709	PCrel	-->	activation
cpd:C01245-52	hsa:3710	PCrel	-->	activation
cpd:C01319-793	hsa:4311	PCrel	--|	inhibition
cpd:C04549-203	hsa:26100	PCrel	-->	activation
cpd:C04549-203	hsa:55062	PCrel	-->	activation
cpd:C05981-318	hsa:10000	PCrel	-->	activation
cpd:C05981-318	hsa:207	PCrel	-->	activation
cpd:C05981-318	hsa:208	PCrel	-->	activation
cpd:C14818-797	hsa:1020	PCrel	-->	activation
cpd:C16514-375	hsa:1128	PCrel	-->	activation
cpd:C16514-375	hsa:1131	PCrel	-->	activation
cpd:C16514-375	hsa:1133	PCrel	-->	activation
cpd:C16514-375	hsa:1139	PCrel	-->	activation
cpd:C16514-375	hsa:177	PCrel	-->	activation
cpd:C16514-375	hsa:22943	PCrel,PCrel	-->,..>	activation,indirecteffect
cpd:C16514-375	hsa:27121	PCrel,PCrel	-->,..>	activation,indirecteffect
cpd:C16514-375	hsa:27123	PCrel,PCrel	-->,..>	activation,indirecteffect
cpd:C16514-375	hsa:2902	PCrel	-->	activation
cpd:C16514-375	hsa:2903	PCrel	-->	activation
cpd:C16514-375	hsa:2904	PCrel	-->	activation
cpd:C16514-375	hsa:2905	PCrel	-->	activation
cpd:C16514-375	hsa:2906	PCrel	-->	activation
cpd:C16514-375	hsa:2915	PCrel	-->	activation
cpd:C16514-375	hsa:355	PCrel	-->	activation
cpd:C16514-375	hsa:7132	PCrel	-->	activation
cpd:C16514-375	hsa:775	PCrel	-->	activation
cpd:C16514-375	hsa:776	PCrel	-->	activation
cpd:C16514-375	hsa:778	PCrel	-->	activation
cpd:C16514-375	hsa:779	PCrel	-->	activation
